연도,절기,절입일,절입시간,절입일시
1948,소한,1948년 1월 6일 19시 1분,,1948-01-06 19:01:00
1948,우수,1948년 2월 20일 2시 37분,,1948-02-20 02:37:00
1948,입춘,1948년 2월 5일 6시 43분,,1948-02-05 06:43:00
1948,춘분,1948년 3월 21일 1시 57분,,1948-03-21 01:57:00
1948,경칩,1948년 3월 6일 6시 59분,,1948-03-06 06:59:00
1948,곡우,1948년 4월 20일 13시 25분,,1948-04-20 13:25:00
1948,청명,1948년 4월 5일 6시 10분,,1948-04-05 06:10:00
1948,소만,1948년 5월 21일 12시 58분,,1948-05-21 12:58:00
1948,입하,1948년 5월 5일 23시 53분,,1948-05-05 23:53:00
1948,하지,1948년 6월 21일 21시 11분,,1948-06-21 21:11:00
1948,망종,1948년 6월 6일 4시 21분,,1948-06-06 04:21:00
1948,대서,1948년 7월 23일 8시 8분,,1948-07-23 08:08:00
1948,소서,1948년 7월 7일 14시 44분,,1948-07-07 14:44:00
1948,처서,1948년 8월 23일 15시 3분,,1948-08-23 15:03:00
1948,입추,1948년 8월 8일 0시 27분,,1948-08-08 00:27:00
1948,추분,1948년 9월 23일 12시 22분,,1948-09-23 12:22:00
1948,백로,1948년 9월 8일 3시 5분,,1948-09-08 03:05:00
1949,상강,1949년 10월 24일 3시 4분,,1949-10-24 03:04:00
1949,한로,1949년 10월 9일 0시 12분,,1949-10-09 00:12:00
1949,소설,1949년 11월 23일 0시 17분,,1949-11-23 00:17:00
1949,입동,1949년 11월 8일 3시 0분,,1949-11-08 03:00:00
1949,동지,1949년 12월 22일 13시 24분,,1949-12-22 13:24:00
1949,대설,1949년 12월 7일 19시 34분,,1949-12-07 19:34:00
1949,대한,1949년 1월 20일 18시 9분,,1949-01-20 18:09:00
1949,소한,1949년 1월 6일 0시 42분,,1949-01-06 00:42:00
1949,우수,1949년 2월 19일 8시 28분,,1949-02-19 08:28:00
1949,입춘,1949년 2월 4일 12시 24분,,1949-02-04 12:24:00
1949,춘분,1949년 3월 21일 7시 49분,,1949-03-21 07:49:00
1949,경칩,1949년 3월 6일 6시 40분,,1949-03-06 06:40:00
1949,곡우,1949년 4월 20일 19시 18분,,1949-04-20 19:18:00
1949,청명,1949년 4월 5일 11시 52분,,1949-04-05 11:52:00
1949,소만,1949년 5월 21일 18시 51분,,1949-05-21 18:51:00
1949,입하,1949년 5월 6일 5시 37분,,1949-05-06 05:37:00
1949,하지,1949년 6월 22일 3시 3분,,1949-06-22 03:03:00
1949,망종,1949년 6월 6일 10시 7분,,1949-06-06 10:07:00
1949,대서,1949년 7월 23일 13시 57분,,1949-07-23 13:57:00
1949,소서,1949년 7월 7일 20시 32분,,1949-07-07 20:32:00
1949,처서,1949년 8월 23일 20시 49분,,1949-08-23 20:49:00
1949,입추,1949년 8월 8일 6시 16분,,1949-08-08 06:16:00
1949,추분,1949년 9월 23일 18시 6분,,1949-09-23 18:06:00
1949,백로,1949년 9월 8일 8시 55분,,1949-09-08 08:55:00
1950,상강,1950년 10월 24일 8시 45분,,1950-10-24 08:45:00
1950,한로,1950년 10월 9일 5시 52분,,1950-10-09 05:52:00
1950,소설,1950년 11월 23일 6시 3분,,1950-11-23 06:03:00
1950,입동,1950년 11월 8일 8시 44분,,1950-11-08 08:44:00
1950,동지,1950년 12월 22일 19시 14분,,1950-12-22 19:14:00
1950,대설,1950년 12월 8일 1시 22분,,1950-12-08 01:22:00
1950,대한,1950년 1월 21일 0시 0분,,1950-01-21 00:00:00
1950,소한,1950년 1월 6일 6시 40분,,1950-01-06 06:40:00
1950,우수,1950년 2월 19일 14시 18분,,1950-02-19 14:18:00
1950,입춘,1950년 2월 4일 18시 22분,,1950-02-04 18:22:00
1950,춘분,1950년 3월 21일 13시 36분,,1950-03-21 13:36:00
1950,경칩,1950년 3월 6일 12시 36분,,1950-03-06 12:36:00
1950,곡우,1950년 4월 21일 1시 0분,,1950-04-21 01:00:00
1950,청명,1950년 4월 5일 17시 45분,,1950-04-05 17:45:00
1950,소만,1950년 5월 22일 0시 28분,,1950-05-22 00:28:00
1950,입하,1950년 5월 6일 11시 25분,,1950-05-06 11:25:00
1950,하지,1950년 6월 22일 8시 37분,,1950-06-22 08:37:00
1950,망종,1950년 6월 6일 15시 52분,,1950-06-06 15:52:00
1950,대서,1950년 7월 23일 19시 30분,,1950-07-23 19:30:00
1950,소서,1950년 7월 8일 2시 14분,,1950-07-08 02:14:00
1950,처서,1950년 8월 24일 2시 24분,,1950-08-24 02:24:00
1950,입추,1950년 8월 8일 11시 56분,,1950-08-08 11:56:00
1950,추분,1950년 9월 23일 23시 44분,,1950-09-23 23:44:00
1950,백로,1950년 9월 8일 14시 34분,,1950-09-08 14:34:00
1951,상강,1951년 10월 24일 14시 37분,,1951-10-24 14:37:00
1951,한로,1951년 10월 9일 11시 37분,,1951-10-09 11:37:00
1951,소설,1951년 11월 23일 11시 52분,,1951-11-23 11:52:00
1951,입동,1951년 11월 8일 14시 27분,,1951-11-08 14:27:00
1951,동지,1951년 12월 23일 1시 1분,,1951-12-23 01:01:00
1951,대설,1951년 12월 8일 7시 3분,,1951-12-08 07:03:00
1951,대한,1951년 1월 21일 5시 53분,,1951-01-21 05:53:00
1951,소한,1951년 1월 6일 12시 31분,,1951-01-06 12:31:00
1951,우수,1951년 2월 19일 20시 10분,,1951-02-19 20:10:00
1951,입춘,1951년 2월 5일 0시 14분,,1951-02-05 00:14:00
1951,춘분,1951년 3월 21일 19시 26분,,1951-03-21 19:26:00
1951,경칩,1951년 3월 6일 18시 27분,,1951-03-06 18:27:00
1951,곡우,1951년 4월 21일 6시 48분,,1951-04-21 06:48:00
1951,청명,1951년 4월 5일 23시 33분,,1951-04-05 23:33:00
1951,소만,1951년 5월 22일 6시 16분,,1951-05-22 06:16:00
1951,입하,1951년 5월 6일 17시 10분,,1951-05-06 17:10:00
1951,하지,1951년 6월 22일 14시 25분,,1951-06-22 14:25:00
1951,망종,1951년 6월 6일 21시 33분,,1951-06-06 21:33:00
1951,대서,1951년 7월 24일 1시 21분,,1951-07-24 01:21:00
1951,소서,1951년 7월 8일 7시 54분,,1951-07-08 07:54:00
1951,처서,1951년 8월 24일 8시 17분,,1951-08-24 08:17:00
1951,입추,1951년 8월 8일 17시 38분,,1951-08-08 17:38:00
1951,추분,1951년 9월 24일 5시 38분,,1951-09-24 05:38:00
1951,백로,1951년 9월 8일 20시 19분,,1951-09-08 20:19:00
1952,상강,1952년 10월 23일 20시 23분,,1952-10-23 20:23:00
1952,한로,1952년 10월 8일 17시 33분,,1952-10-08 17:33:00
1952,소설,1952년 11월 22일 17시 36분,,1952-11-22 17:36:00
1952,입동,1952년 11월 7일 20시 22분,,1952-11-07 20:22:00
1952,동지,1952년 12월 22일 6시 44분,,1952-12-22 06:44:00
1952,대설,1952년 12월 7일 12시 56분,,1952-12-07 12:56:00
1952,대한,1952년 1월 21일 11시 39분,,1952-01-21 11:39:00
1952,소한,1952년 1월 6일 18시 10분,,1952-01-06 18:10:00
1952,우수,1952년 2월 20일 1시 57분,,1952-02-20 01:57:00
1952,입춘,1952년 2월 5일 5시 54분,,1952-02-05 05:54:00
1952,춘분,1952년 3월 21일 1시 14분,,1952-03-21 01:14:00
1952,경칩,1952년 3월 6일 0시 8분,,1952-03-06 00:08:00
1952,곡우,1952년 4월 20일 12시 37분,,1952-04-20 12:37:00
1952,청명,1952년 4월 5일 5시 16분,,1952-04-05 05:16:00
1952,소만,1952년 5월 21일 12시 4분,,1952-05-21 12:04:00
1952,입하,1952년 5월 5일 22시 55분,,1952-05-05 22:55:00
1952,하지,1952년 6월 21일 20시 13분,,1952-06-21 20:13:00
1952,망종,1952년 6월 6일 3시 21분,,1952-06-06 03:21:00
1952,대서,1952년 7월 23일 7시 8분,,1952-07-23 07:08:00
1952,소서,1952년 7월 7일 13시 45분,,1952-07-07 13:45:00
1952,처서,1952년 8월 23일 14시 3분,,1952-08-23 14:03:00
1952,입추,1952년 8월 7일 23시 32분,,1952-08-07 23:32:00
1952,추분,1952년 9월 23일 11시 24분,,1952-09-23 11:24:00
1952,백로,1952년 9월 8일 2시 14분,,1952-09-08 02:14:00
1953,상강,1953년 10월 24일 2시 7분,,1953-10-24 02:07:00
1953,한로,1953년 10월 8일 23시 11분,,1953-10-08 23:11:00
1953,소설,1953년 11월 22일 23시 23분,,1953-11-22 23:23:00
1953,입동,1953년 11월 8일 2시 2분,,1953-11-08 02:02:00
1953,동지,1953년 12월 22일 12시 32분,,1953-12-22 12:32:00
1953,대설,1953년 12월 7일 18시 38분,,1953-12-07 18:38:00
1953,대한,1953년 1월 20일 17시 22분,,1953-01-20 17:22:00
1953,소한,1953년 1월 6일 0시 3분,,1953-01-06 00:03:00
1953,우수,1953년 2월 19일 7시 42분,,1953-02-19 07:42:00
1953,입춘,1953년 2월 4일 11시 46분,,1953-02-04 11:46:00
1953,춘분,1953년 3월 21일 7시 1분,,1953-03-21 07:01:00
1953,경칩,1953년 3월 6일 6시 3분,,1953-03-06 06:03:00
1953,곡우,1953년 4월 20일 18시 26분,,1953-04-20 18:26:00
1953,청명,1953년 4월 5일 11시 13분,,1953-04-05 11:13:00
1953,소만,1953년 5월 21일 17시 53분,,1953-05-21 17:53:00
1953,입하,1953년 5월 6일 4시 53분,,1953-05-06 04:53:00
1953,하지,1953년 6월 22일 2시 0분,,1953-06-22 02:00:00
1953,망종,1953년 6월 6일 9시 17분,,1953-06-06 09:17:00
1953,대서,1953년 7월 23일 12시 53분,,1953-07-23 12:53:00
1953,소서,1953년 7월 7일 19시 35분,,1953-07-07 19:35:00
1953,처서,1953년 8월 23일 19시 46분,,1953-08-23 19:46:00
1953,입추,1953년 8월 8일 5시 15분,,1953-08-08 05:15:00
1953,추분,1953년 9월 23일 17시 7분,,1953-09-23 17:07:00
1953,백로,1953년 9월 8일 7시 53분,,1953-09-08 07:53:00
1954,상강,1954년 10월 24일 7시 27분,,1954-10-24 07:27:00
1954,상강,1954년 10월 24일 7시 57분,,1954-10-24 07:57:00
1954,한로,1954년 10월 9일 4시 28분,,1954-10-09 04:28:00
1954,한로,1954년 10월 9일 4시 58분,,1954-10-09 04:58:00
1954,소설,1954년 11월 23일 5시 15분,,1954-11-23 05:15:00
1954,소설,1954년 11월 23일 5시 45분,,1954-11-23 05:45:00
1954,입동,1954년 11월 8일 7시 21분,,1954-11-08 07:21:00
1954,입동,1954년 11월 8일 7시 51분,,1954-11-08 07:51:00
1954,동지,1954년 12월 22일 17시 55분,,1954-12-22 17:55:00
1954,동지,1954년 12월 22일 18시 25분,,1954-12-22 18:25:00
1954,대설,1954년 12월 7일 23시 59분,,1954-12-07 23:59:00
1954,대설,1954년 12월 8일 0시 29분,,1954-12-08 00:29:00
1954,대한,1954년 1월 20일 23시 12분,,1954-01-20 23:12:00
1954,소한,1954년 1월 6일 5시 46분,,1954-01-06 05:46:00
1954,우수,1954년 2월 19일 13시 33분,,1954-02-19 13:33:00
1954,입춘,1954년 2월 4일 17시 31분,,1954-02-04 17:31:00
1954,춘분,1954년 3월 21일 12시 24분,,1954-03-21 12:24:00
1954,춘분,1954년 3월 21일 12시 54분,,1954-03-21 12:54:00
1954,경칩,1954년 3월 6일 11시 49분,,1954-03-06 11:49:00
1954,곡우,1954년 4월 20일 23시 50분,,1954-04-20 23:50:00
1954,곡우,1954년 4월 21일 0시 20분,,1954-04-21 00:20:00
1954,청명,1954년 4월 5일 16시 30분,,1954-04-05 16:30:00
1954,청명,1954년 4월 5일 17시 0분,,1954-04-05 17:00:00
1954,소만,1954년 5월 21일 23시 18분,,1954-05-21 23:18:00
1954,소만,1954년 5월 21일 23시 48분,,1954-05-21 23:48:00
1954,입하,1954년 5월 6일 10시 39분,,1954-05-06 10:39:00
1954,입하,1954년 5월 6일 10시 9분,,1954-05-06 10:09:00
1954,하지,1954년 6월 22일 7시 25분,,1954-06-22 07:25:00
1954,하지,1954년 6월 22일 7시 55분,,1954-06-22 07:55:00
1954,망종,1954년 6월 6일 14시 31분,,1954-06-06 14:31:00
1954,망종,1954년 6월 6일 15시 1분,,1954-06-06 15:01:00
1954,대서,1954년 7월 23일 18시 15분,,1954-07-23 18:15:00
1954,대서,1954년 7월 23일 18시 45분,,1954-07-23 18:45:00
1954,소서,1954년 7월 8일 0시 50분,,1954-07-08 00:50:00
1954,소서,1954년 7월 8일 1시 20분,,1954-07-08 01:20:00
1954,처서,1954년 8월 24일 1시 36분,,1954-08-24 01:36:00
1954,처서,1954년 8월 24일 1시 6분,,1954-08-24 01:06:00
1954,입추,1954년 8월 8일 10시 30분,,1954-08-08 10:30:00
1954,입추,1954년 8월 8일 11시 0분,,1954-08-08 11:00:00
1954,추분,1954년 9월 23일 22시 26분,,1954-09-23 22:26:00
1954,추분,1954년 9월 23일 22시 56분,,1954-09-23 22:56:00
1954,백로,1954년 9월 8일 13시 38분,,1954-09-08 13:38:00
1954,백로,1954년 9월 8일 13시 8분,,1954-09-08 13:08:00
1955,상강,1955년 10월 24일 13시 14분,,1955-10-24 13:14:00
1955,한로,1955년 10월 9일 10시 23분,,1955-10-09 10:23:00
1955,소설,1955년 11월 23일 10시 32분,,1955-11-23 10:32:00
1955,입동,1955년 11월 8일 13시 16분,,1955-11-08 13:16:00
1955,동지,1955년 12월 22일 23시 42분,,1955-12-22 23:42:00
1955,대설,1955년 12월 8일 5시 54분,,1955-12-08 05:54:00
1955,대한,1955년 1월 21일 4시 33분,,1955-01-21 04:33:00
1955,소한,1955년 1월 6일 11시 7분,,1955-01-06 11:07:00
1955,우수,1955년 2월 19일 18시 49분,,1955-02-19 18:49:00
1955,입춘,1955년 2월 4일 22시 48분,,1955-02-04 22:48:00
1955,춘분,1955년 3월 21일 18시 6분,,1955-03-21 18:06:00
1955,경칩,1955년 3월 6일 17시 2분,,1955-03-06 17:02:00
1955,곡우,1955년 4월 21일 5시 28분,,1955-04-21 05:28:00
1955,청명,1955년 4월 5일 22시 9분,,1955-04-05 22:09:00
1955,소만,1955년 5월 22일 4시 55분,,1955-05-22 04:55:00
1955,입하,1955년 5월 6일 15시 48분,,1955-05-06 15:48:00
1955,하지,1955년 6월 22일 13시 2분,,1955-06-22 13:02:00
1955,망종,1955년 6월 6일 20시 14분,,1955-06-06 20:14:00
1955,대서,1955년 7월 23일 23시 55분,,1955-07-23 23:55:00
1955,소서,1955년 7월 8일 6시 36분,,1955-07-08 06:36:00
1955,처서,1955년 8월 24일 6시 49분,,1955-08-24 06:49:00
1955,입추,1955년 8월 8일 16시 20분,,1955-08-08 16:20:00
1955,추분,1955년 9월 24일 4시 12분,,1955-09-24 04:12:00
1955,백로,1955년 9월 8일 19시 2분,,1955-09-08 19:02:00
1956,상강,1956년 10월 23일 19시 5분,,1956-10-23 19:05:00
1956,한로,1956년 10월 8일 16시 7분,,1956-10-08 16:07:00
1956,소설,1956년 11월 22일 16시 21분,,1956-11-22 16:21:00
1956,입동,1956년 11월 7일 18시 57분,,1956-11-07 18:57:00
1956,동지,1956년 12월 22일 5시 30분,,1956-12-22 05:30:00
1956,대설,1956년 12월 7일 11시 33분,,1956-12-07 11:33:00
1956,대한,1956년 1월 21일 10시 19분,,1956-01-21 10:19:00
1956,소한,1956년 1월 6일 17시 1분,,1956-01-06 17:01:00
1956,우수,1956년 2월 20일 0시 35분,,1956-02-20 00:35:00
1956,입춘,1956년 2월 5일 4시 43분,,1956-02-05 04:43:00
1956,춘분,1956년 3월 20일 23시 51분,,1956-03-20 23:51:00
1956,경칩,1956년 3월 5일 22시 55분,,1956-03-05 22:55:00
1956,곡우,1956년 4월 20일 11시 14분,,1956-04-20 11:14:00
1956,청명,1956년 4월 5일 4시 2분,,1956-04-05 04:02:00
1956,소만,1956년 5월 21일 10시 43분,,1956-05-21 10:43:00
1956,입하,1956년 5월 5일 21시 40분,,1956-05-05 21:40:00
1956,하지,1956년 6월 21일 18시 54분,,1956-06-21 18:54:00
1956,망종,1956년 6월 6일 2시 6분,,1956-06-06 02:06:00
1956,대서,1956년 7월 23일 5시 51분,,1956-07-23 05:51:00
1956,소서,1956년 7월 7일 12시 29분,,1956-07-07 12:29:00
1956,처서,1956년 8월 23일 12시 45분,,1956-08-23 12:45:00
1956,입추,1956년 8월 7일 22시 11분,,1956-08-07 22:11:00
1956,추분,1956년 9월 23일 10시 6분,,1956-09-23 10:06:00
1956,백로,1956년 9월 8일 0시 50분,,1956-09-08 00:50:00
1957,상강,1957년 10월 24일 0시 55분,,1957-10-24 00:55:00
1957,한로,1957년 10월 8일 22시 1분,,1957-10-08 22:01:00
1957,소설,1957년 11월 22일 22시 10분,,1957-11-22 22:10:00
1957,입동,1957년 11월 8일 0시 51분,,1957-11-08 00:51:00
1957,동지,1957년 12월 22일 11시 19분,,1957-12-22 11:19:00
1957,대설,1957년 12월 7일 17시 27분,,1957-12-07 17:27:00
1957,대한,1957년 1월 20일 16시 9분,,1957-01-20 16:09:00
1957,소한,1957년 1월 5일 22시 41분,,1957-01-05 22:41:00
1957,우수,1957년 2월 19일 6시 29분,,1957-02-19 06:29:00
1957,입춘,1957년 2월 4일 10시 25분,,1957-02-04 10:25:00
1957,춘분,1957년 3월 21일 5시 47분,,1957-03-21 05:47:00
1957,경칩,1957년 3월 6일 4시 41분,,1957-03-06 04:41:00
1957,곡우,1957년 4월 20일 17시 12분,,1957-04-20 17:12:00
1957,청명,1957년 4월 5일 9시 49분,,1957-04-05 09:49:00
1957,소만,1957년 5월 21일 16시 41분,,1957-05-21 16:41:00
1957,입하,1957년 5월 6일 3시 29분,,1957-05-06 03:29:00
1957,하지,1957년 6월 22일 0시 51분,,1957-06-22 00:51:00
1957,망종,1957년 6월 6일 7시 55분,,1957-06-06 07:55:00
1957,대서,1957년 7월 23일 11시 45분,,1957-07-23 11:45:00
1957,소서,1957년 7월 7일 18시 19분,,1957-07-07 18:19:00
1957,처서,1957년 8월 23일 18시 38분,,1957-08-23 18:38:00
1957,입추,1957년 8월 8일 4시 3분,,1957-08-08 04:03:00
1957,추분,1957년 9월 23일 15시 57분,,1957-09-23 15:57:00
1957,백로,1957년 9월 8일 6시 43분,,1957-09-08 06:43:00
1958,상강,1958년 10월 24일 6시 42분,,1958-10-24 06:42:00
1958,한로,1958년 10월 9일 3시 50분,,1958-10-09 03:50:00
1958,소설,1958년 11월 23일 4시 0분,,1958-11-23 04:00:00
1958,입동,1958년 11월 8일 6시 43분,,1958-11-08 06:43:00
1958,동지,1958년 12월 22일 17시 10분,,1958-12-22 17:10:00
1958,대설,1958년 12월 7일 23시 20분,,1958-12-07 23:20:00
1958,대한,1958년 1월 20일 21시 59분,,1958-01-20 21:59:00
1958,소한,1958년 1월 6일 4시 35분,,1958-01-06 04:35:00
1958,우수,1958년 2월 19일 12시 19분,,1958-02-19 12:19:00
1958,입춘,1958년 2월 4일 16시 20분,,1958-02-04 16:20:00
1958,춘분,1958년 3월 21일 11시 36분,,1958-03-21 11:36:00
1958,경칩,1958년 3월 6일 10시 36분,,1958-03-06 10:36:00
1958,곡우,1958년 4월 20일 22시 57분,,1958-04-20 22:57:00
1958,청명,1958년 4월 5일 15시 43분,,1958-04-05 15:43:00
1958,소만,1958년 5월 21일 22시 22분,,1958-05-21 22:22:00
1958,입하,1958년 5월 6일 9시 20분,,1958-05-06 09:20:00
1958,하지,1958년 6월 22일 6시 27분,,1958-06-22 06:27:00
1958,망종,1958년 6월 6일 13시 43분,,1958-06-06 13:43:00
1958,대서,1958년 7월 23일 17시 21분,,1958-07-23 17:21:00
1958,소서,1958년 7월 8일 0시 4분,,1958-07-08 00:04:00
1958,처서,1958년 8월 24일 0시 17분,,1958-08-24 00:17:00
1958,입추,1958년 8월 8일 9시 48분,,1958-08-08 09:48:00
1958,추분,1958년 9월 23일 21시 40분,,1958-09-23 21:40:00
1958,백로,1958년 9월 8일 12시 30분,,1958-09-08 12:30:00
1959,상강,1959년 10월 24일 12시 42분,,1959-10-24 12:42:00
1959,한로,1959년 10월 9일 9시 41분,,1959-10-09 09:41:00
1959,소설,1959년 11월 23일 9시 58분,,1959-11-23 09:58:00
1959,입동,1959년 11월 8일 12시 33분,,1959-11-08 12:33:00
1959,동지,1959년 12월 22일 23시 5분,,1959-12-22 23:05:00
1959,대설,1959년 12월 8일 5시 8분,,1959-12-08 05:08:00
1959,대한,1959년 1월 21일 3시 50분,,1959-01-21 03:50:00
1959,소한,1959년 1월 6일 10시 29분,,1959-01-06 10:29:00
1959,우수,1959년 2월 19일 18시 8분,,1959-02-19 18:08:00
1959,입춘,1959년 2월 4일 22시 13분,,1959-02-04 22:13:00
1959,춘분,1959년 3월 21일 17시 25분,,1959-03-21 17:25:00
1959,경칩,1959년 3월 6일 16시 27분,,1959-03-06 16:27:00
1959,곡우,1959년 4월 21일 4시 47분,,1959-04-21 04:47:00
1959,청명,1959년 4월 5일 21시 34분,,1959-04-05 21:34:00
1959,소만,1959년 5월 22일 4시 13분,,1959-05-22 04:13:00
1959,입하,1959년 5월 6일 15시 9분,,1959-05-06 15:09:00
1959,하지,1959년 6월 22일 12시 20분,,1959-06-22 12:20:00
1959,망종,1959년 6월 6일 19시 31분,,1959-06-06 19:31:00
1959,대서,1959년 7월 23일 23시 16분,,1959-07-23 23:16:00
1959,소서,1959년 7월 8일 5시 50분,,1959-07-08 05:50:00
1959,처서,1959년 8월 24일 6시 14분,,1959-08-24 06:14:00
1959,입추,1959년 8월 8일 15시 35분,,1959-08-08 15:35:00
1959,추분,1959년 9월 24일 3시 39분,,1959-09-24 03:39:00
1959,백로,1959년 9월 8일 18시 19분,,1959-09-08 18:19:00
1960,상강,1960년 10월 23일 18시 33분,,1960-10-23 18:33:00
1960,한로,1960년 10월 8일 15시 39분,,1960-10-08 15:39:00
1960,소설,1960년 11월 22일 15시 49분,,1960-11-22 15:49:00
1960,입동,1960년 11월 7일 18시 33분,,1960-11-07 18:33:00
1960,동지,1960년 12월 22일 4시 57분,,1960-12-22 04:57:00
1960,대설,1960년 12월 7일 11시 9분,,1960-12-07 11:09:00
